Code Status For :500,521,522,523,524,525,526,527,528,529,533,544,566,577,588	File Updated :03/07/2023
NPA	NXX	Use	OCN 	Company                                                     
500	817	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	818	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	819	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	820	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	821	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	822	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	823	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	824	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	825	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	826	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	827	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	828	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	829	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	830	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	831	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	832	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	833	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	834	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	835	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	836	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	837	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	838	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	839	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	840	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	841	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	842	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	843	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	844	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	845	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	846	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	847	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	848	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	849	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	850	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	851	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	852	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	853	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	854	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	855	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	856	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	857	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	858	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	859	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	860	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	861	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	862	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	863	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	864	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	865	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	866	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	867	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	868	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	869	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	870	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	871	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	872	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	873	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	874	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	875	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	876	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	877	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	878	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	879	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	880	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	881	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	882	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	883	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	884	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	885	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	886	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	887	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	888	AS	6260	UNITED STATES CELLULAR CORP.                                
500	889	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	890	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	891	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	892	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	893	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	894	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	895	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	896	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	897	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	898	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	899	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	900	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	901	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	902	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	903	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	904	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	905	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	906	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	907	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	908	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	909	AS	5671	PILGRIM TELEPHONE, INC.                                     
500	910	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	911	UA	    	                                                            
500	912	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	913	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	914	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	915	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	916	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	917	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	918	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	919	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	920	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	921	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	922	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	923	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	924	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	925	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	926	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	927	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	928	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	929	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	930	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	931	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	932	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	933	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	934	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	935	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	936	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	937	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	938	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	939	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	940	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	941	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	942	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	943	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	944	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	945	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	946	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	947	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	948	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	949	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	950	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	951	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	952	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	953	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	954	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	955	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	956	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	957	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	958	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	959	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	960	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	961	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	962	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	963	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	964	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	965	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	966	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	967	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	968	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	969	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	970	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	971	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	972	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	973	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	974	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	975	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	976	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	977	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	978	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	979	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
500	980	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	981	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	982	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	983	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	984	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	985	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	986	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	987	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	988	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	989	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	990	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	991	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	992	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	993	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	994	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	995	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	996	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	997	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	998	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
500	999	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
521	200	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	201	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	202	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	203	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	204	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	205	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	206	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	207	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	208	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	209	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	210	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	211	AS	099G	T-MOBILE LICENSE LLC                                        
521	212	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	213	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	214	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	215	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	216	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	217	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	218	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	219	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	220	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	221	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	222	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	223	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	224	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	225	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	226	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	227	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	228	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	229	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	230	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	231	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	232	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	233	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	234	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	235	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	236	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	237	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	238	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	239	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	240	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	241	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	242	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	243	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	244	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	245	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	246	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	247	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	248	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	249	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	250	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	251	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	252	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	253	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	254	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	255	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	256	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	257	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	258	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	259	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	260	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	261	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	262	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	263	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	264	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	265	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	266	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	267	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	268	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	269	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	270	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	271	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	272	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	273	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	274	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	275	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	276	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	277	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	278	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	279	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	280	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	281	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	282	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	283	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	284	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	285	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	286	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	287	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	288	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	289	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	290	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	291	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	292	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	293	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	294	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	295	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	296	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	297	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	298	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	299	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	300	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	301	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	302	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	303	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	304	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	305	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	306	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	307	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	308	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	309	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	310	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	311	AS	099G	T-MOBILE LICENSE LLC                                        
521	312	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	313	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	314	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	315	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	316	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	317	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	318	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	319	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	320	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	321	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	322	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	323	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	324	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	325	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	326	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	327	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	328	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	329	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	330	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	331	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	332	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	333	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	334	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	335	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	336	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	337	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	338	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	339	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	340	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	341	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	342	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	343	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	344	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	345	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	346	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	347	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	348	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	349	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	350	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	351	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	352	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	353	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	354	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	355	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	356	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	357	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	358	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	359	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	360	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	361	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	362	AS	9148	CELLCO PARTNERSHIP DBA VERIZON WIRELESS                     
521	363	AS	6744	SOUTHERN COMMUNICATIONS SERVICES, INC.                      
521	364	AS	099G	T-MOBILE LICENSE LLC                                        
521	365	AS	099G	T-MOBILE LICENSE LLC                                        
521	366	AS	099G	T-MOBILE LICENSE LLC                                        
521	367	AS	099G	T-MOBILE LICENSE LLC                                        
521	368	AS	099G	T-MOBILE LICENSE LLC                                        
521	369	AS	099G	T-MOBILE LICENSE LLC                                        
521	370	AS	099G	T-MOBILE LICENSE LLC                                        
521	371	AS	099G	T-MOBILE LICENSE LLC                                        
521	372	AS	099G	T-MOBILE LICENSE LLC                                        
521	373	AS	099G	T-MOBILE LICENSE LLC                                        
521	374	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
521	375	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
521	376	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
521	377	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
521	378	AS	6010	NEW CINGULAR WIRELESS PCS, LLC                              
